cusip	year	pstar	z0	pricef	divf	rnda	adva	fyr	ardsic	exityr	inva	cfa	debta	sales	netcap	earnsh	nyseamex	h0	h1	vala	oneper	sharef
438506	1966	16.42828	287.50256	16.59375	0.275	0	0	12	29	1989	0.16607	0.24753	0.34353	914.3999	532.29248	3.07	1	74.67365	70.62299	1.75423	0.49319	56272
438506	1967	15.08188	244.21811	27.22	0.275	0	0	12	29	1989	0.20204	0.21496	0.40669	1044.8999	615.23389	2.85	1	63.76924	60.4358	2.56895	0.89519	58064
438506	1968	15.17601	237.48537	57	0.6875	0	0	12	29	1989	0.21132	0.23606	0.39773	1281.2998	698.47046	3.41	1	59.25822	56.0042	2.42666	0.11279	29736
438506	1969	13.699	201.71266	70.75	0.5875	0	0	12	29	1989	0.22397	0.21735	0.33599	1426	909.43921	4.15	1	49.72082	47.02345	2.37073	-0.47915	30474
438506	1970	16.58622	239.5768	41.5	0.65	0.08375	0	12	29	1989	0.19745	0.26176	0.34191	1921.1939	1659.74	3.58	1	53.51015	50.17141	0.86804	0.46274	34716
438506	1971	19.28226	271.4981	66.69	0.65	0.07547	0	12	29	1989	0.17966	0.26375	0.26108	1946.127	1815.3499	3.9	1	54.7737	50.82128	1.35279	-0.05127	36824
438506	1972	20.83456	282.54731	69	0.675	0.07604	0	12	29	1989	0.17767	0.2721	0.24444	2125.4448	1946.4004	4.38	1	52.25176	48.00386	1.30541	-0.53553	36824
438506	1973	19.60489	248.18218	35.0625	0.7	0.07059	0	12	29	1989	0.21353	0.25378	0.22216	2390.5918	2264.3106	5.46	1	44.97321	41.33789	0.58074	-0.71859	37504
438506	1974	20.15993	240.3114	10.5	0.7	0.07552	0	12	29	1989	0.21319	0.2333	0.22912	2625.6829	2253.0364	3.93	1	41.04197	37.50748	0.17478	0.46076	37504
438506	1975	21.86696	245.34582	16.6875	0.7	0.07617	0	12	29	1989	0.18334	0.24599	0.27451	2760.0671	2155.4243	3.96	1	38.79783	35.11638	0.30245	0.33616	39066
438506	1976	26.36652	280.50694	24.25	0.75	0.06482	0	12	29	1989	0.15788	0.23785	0.15932	2495.2942	1936.843	5.5	1	39.84019	35.39634	0.49836	-0.11351	39804
438506	1977	26.76301	264.31222	22.9375	0.875	0.07235	0	12	29	1989	0.17266	0.28243	0.13524	2911.0928	2105.3818	6.9	1	34.97024	30.72088	0.45028	0.37923	41330
438506	1978	27.33828	249.93239	34.75	1.025	0.07476	0	12	29	1989	0.16541	0.28322	0.14458	3547.7998	2504.0417	9.41	1	30.62348	26.51797	0.60559	0.05419	43638
438506	1979	26.97075	225.2534	41.625	1.2	0.08017	0	12	29	1989	0.15973	0.27551	0.18176	4209.4961	2926.1929	11.89	1	25.91606	22.22192	0.63244	0.16204	44460
438506	1980	26.05884	197.25575	55.875	1.4	0.08737	0	12	29	1989	0.16759	0.263	0.16705	4924.6953	3380.9695	13.13	1	21.26068	18.05912	0.74897	-0.45698	45320
438506	1981	26.29462	179.58258	34.9375	1.6	0.09183	0	12	29	1989	0.16055	0.23092	0.18798	5351.1914	4016.106	11.38	1	17.92791	15.02344	0.4032	0.05742	46348
438506	1982	36.56185	228.66626	42.6875	1.75	0.10662	0	12	29	1989	0.16158	0.23734	0.23111	5490.3945	3722.5483	12.16	1	19.94339	15.6748	0.52126	0.35802	45456
438506	1983	38.54952	210.83579	65	1.8	0.10649	0	12	29	1989	0.12406	0.24138	0.22643	5753.0938	4024.7947	10.06	1	16.79115	12.71296	0.75594	-0.14005	46808
438506	1984	44.50639	207.76707	63.25	1.9	0.10611	0	12	29	1989	0.1225	0.25443	0.2227	6073.5938	3977.1186	5.1	1	15.04621	10.66728	0.7429	0.03946	46713
438506	1985	55.78074	213.35739	74.125	1.95	0.11362	0	12	29	1989	0.13459	0.28157	0.21756	6624.5664	3972.7747	6.16	1	14.24249	8.99187	0.83712	-0.27602	44866
438506	1986	65.49954	191.22985	59.125	2	0.0831	0	12	29	1989	0.18468	0.2285	0.25009	5378.1953	2968.8616	-8.83	1	12.41634	6.65261	0.90882	-0.15721	45635
438506	1987	70.29789	138.7467	53.875	2.025	0.11691	0	12	29	1989	0.12595	0.37559	0.35136	6679.2969	2478.7529	5.75	1	9.06488	3.95644	0.92929	0.01086	42756
438506	1988	77.05332	77.05332	59.75	2.1	0.10569	0	12	29	1989	0.1071	0.15547	0.3348	7148.2969	3059.7878	-10.22	1	6.25974	1.73129	0.84189	0.2896	43113
438506	1989	86.75	0	86.75	2.2625	0.10139	0	12	29	1989	0.09584	0.31142	0.30225	6058.5977	2796.2024	14.18	1	3.92211	0	1.34143	.	43238
439272	1972	16.69972	165.20488	37	0	0.02215	0.09856	12	24	1984	0.07141	0.55134	0.01388	458.41479	185.94637	2.23	0	52.25176	35.02331	2.62258	-0.44088	13180
439272	1973	16.18361	148.68821	22.25	0.835	0.01869	0.09657	12	24	1984	0.11289	0.51258	0.00933	534.65479	220.38737	2.5	0	44.97321	29.84906	1.33063	-0.59732	13180
439272	1974	16.65332	142.89367	9.25	0.92	0.01522	0.06543	12	24	1984	0.0835	0.16371	0.00548	502.73096	311.49316	0.66	0	41.04197	26.24894	0.39166	0.0719	13189
439272	1975	18.05929	142.24368	10.5	0.74	0.01508	0.08873	12	24	1984	0.04195	0.30282	0.00538	593.74683	285.21118	0.9	0	38.79783	23.46559	0.48555	0.08215	13189
439272	1976	21.17732	151.71253	12	0.74	0.01648	0.10061	12	24	1984	0.04028	0.29537	0.00546	571.91284	282.91089	0.52	0	39.84019	21.89733	0.55947	-0.01184	13190
439272	1977	21.86268	139.04703	12.375	0.76	0.01668	0.0931	12	24	1984	0.06397	0.28794	0.00437	590.73999	328.53882	1.78	0	34.97024	17.82904	0.49682	-0.18072	13190
439272	1978	22.70653	125.84474	10.625	0.84	0.01721	0.09153	12	24	1984	0.08297	0.27835	0.05334	691.81689	377.90356	1.87	0	30.62348	14.16077	0.37085	0.09896	13190
439272	1979	23.659	110.97806	12.75	0.9	0.01758	0.08045	12	24	1984	0.04898	0.2611	0.0472	754.32397	407.18237	3.13	0	25.91606	10.89859	0.37935	-0.09335	12115
439272	1980	24.48853	93.48098	12.688	1	0.01655	0.08692	12	24	1984	0.06469	0.22822	0.0424	830.46484	466.58667	2.46	0	21.26068	7.91796	0.33404	-0.31688	12284
439272	1981	27.2447	79.38682	9.4375	1	0.02085	0.09564	12	24	1984	0.0624	0.0832	0.05869	749.91895	397.5376	-1.53	0	17.92791	5.59327	0.29162	0.08466	12284
439272	1982	34.68073	68.49363	11.313	1	0.02285	0.10775	12	24	1984	0.05393	0.20765	0.0567	662.54883	318.51099	0.32	0	19.94339	3.84039	0.43634	1.1383	12285
439272	1983	39.03781	39.03781	26.875	1	0.0248	0.11572	12	24	1984	0.04983	0.35529	0.06007	666.84692	307.92944	2.27	0	16.79115	1.71595	1.07638	-0.04625	12333
439272	1984	44.5	0	28.875	1	0.0285	0.13867	12	24	1984	0.07242	0.44768	0.05314	683.271	275.16553	3.25	0	15.04621	0	1.29943	.	12383
439316	1965	7.30408	101.43172	7.2888	0.23703	0	0	7	31	1984	0.33274	0.48469	0.20512	121.79999	38.16843	2.53	1	76.91865	61.1898	2.23484	0.12422	11702.951
439316	1966	7.68197	103.12285	8.74074	0.34074	0	0	7	31	1984	0.25276	0.45138	0.24309	134.39999	44.70723	2.5	1	74.67365	58.246	2.38733	-0.00108	12210.75
439316	1967	7.1297	90.111	9.33333	0.35556	0	0	7	31	1984	0.12261	0.36589	0.28299	129.39999	51.38116	2.1	1	63.76924	49.93053	2.20765	-0.07736	12153.375
439316	1968	7.23106	87.48915	9.25926	0.37037	0.02814	0	7	31	1984	0.13979	0.45892	0.21314	155.59999	54.36702	2.45	1	59.25822	45.68179	2.07732	-0.08099	12197.25
439316	1969	6.66503	76.10567	9.18519	0.38519	0.02339	0	7	31	1984	0.12027	0.37899	0.23938	167.29999	69.00993	2.56	1	49.72082	38.22034	1.64546	-0.38801	12362.625
439316	1970	7.9301	87.1267	6.07407	0.35556	0.02258	0.0792	7	31	1984	0.10319	0.38715	0.31147	174.67099	75.61522	1.82	1	53.51015	39.51092	1.01802	0.39945	12673.125
439316	1971	9.02797	94.56119	9.07407	0.35556	0.02198	0.07756	7	31	1984	0.07514	0.346	0.40833	176.187	81.80833	1.85	1	54.7737	38.52439	1.45922	0.28095	13155.75
439316	1972	9.64541	94.98848	12.44444	0.35556	0.02144	0.10556	7	31	1984	0.14734	0.44997	0.37393	220.72099	87.53485	2.9	1	52.25176	35.02331	1.87077	-0.36011	13159.125
439316	1973	9.47445	85.68907	8.51852	0.36741	0.01937	0	7	31	1984	0.14957	0.34866	0.33219	258.86377	102.94705	3.54	1	44.97321	29.84906	1.08301	-0.4475	13088.25
439316	1974	9.91892	82.30246	4.96296	0.37926	0.01802	0	7	31	1984	0.14215	0.23132	0.35591	256.20898	121.42413	2.75	1	41.04197	26.24894	0.53496	0.21391	13088.25
439316	1975	10.82163	81.60848	6.44444	0.38519	0.02179	0	7	31	1984	0.04219	0.33018	0.31103	270.49683	110.08574	2.93	1	38.79783	23.46559	0.79049	0.41041	13503.375
439316	1976	12.6949	86.3887	9.77778	0.41333	0.01942	0	7	31	1984	0.10601	0.40305	0.25296	327.90088	130.55739	4.56	1	39.84019	21.89733	0.99235	0.1335	13250.25
439316	1977	13.05489	78.54579	11.75	0.52667	0.01716	0	7	31	1984	0.22966	0.37301	0.22241	415.1189	158.07874	2.73	1	34.97024	17.82904	0.98562	0.20241	13260
439316	1978	13.35968	70.36303	15.25	0.72667	0.01451	0	7	31	1984	0.22205	0.30426	0.25042	497.89185	201.25465	3.33	1	30.62348	14.16077	0.99954	-0.20572	13191
439316	1979	13.68293	61.39069	13.33333	0.82667	0.01027	0	7	31	1984	0.2044	0.22841	0.36755	601.25195	310.00488	3.57	1	25.91606	10.89859	0.56889	-0.21417	13227
439316	1980	13.5799	51.10932	11.16667	1.24	0.01284	0	12	31	1984	0.11568	0.20934	0.27572	572.82983	269.24658	2.19	1	21.26068	7.91796	0.55517	0.01285	13386
439316	1981	15.05707	43.19885	13	0.62	0.01356	0	12	31	1984	0.07781	0.19823	0.28649	564.5708	273.6438	2.6	1	17.92791	5.59327	0.63807	0.09739	13431
439316	1982	18.85709	36.95628	16.33333	0.82667	0.01079	0	12	31	1984	0.16478	0.15723	0.30179	586.42383	358.67163	1.79	1	19.94339	3.84039	0.61559	0.4212	13518
439316	1983	20.89595	20.89595	25.875	0.87333	0.01093	0	12	31	1984	0.08396	0.22908	0.32451	776.85596	365.98682	2.38	1	16.79115	1.71595	0.97105	-0.19243	13735
439316	1984	23.375	0	23.375	0.98	0	0	12	31	1984	0.15333	0.20798	0.46883	845.50195	417.28198	2.72	1	15.04621	0	0.74884	.	13368
440423	1983	1.50716	12.00378	14	0	0.0338	0	9	4	1991	0.21096	0.2666	0.36024	153.73599	51.20822	1.81	0	16.79115	16.79115	1.12611	-0.6706	4119
440423	1984	1.82154	12.68621	5.375	0	0.03888	0	9	4	1991	0.23106	0.12786	0.57662	178.60699	67.17755	0.62	0	15.04621	15.04621	0.32957	-0.25636	4119
440423	1985	2.47099	14.74035	4.625	0	0.03666	0.03086	9	4	1991	0.06215	0.09685	0.5259	184.34099	73.16173	-0.24	0	14.24249	14.24249	0.26039	0.1627	4119
440423	1986	3.15453	15.66768	6.125	0	0.02755	0	9	4	1991	0.07742	0.14659	0.51541	210.21799	69.79788	0.41	0	12.41634	12.41634	0.36146	0.10971	4119
440423	1987	3.39473	13.46397	7.625	0	0.03027	0	9	4	1991	0.18031	0.173	0.36787	256.54785	86.77495	0.84	0	9.06488	9.06488	0.3644	-0.14835	4147
440423	1988	3.79767	11.26376	7.375	0	0.02456	0	9	4	1991	0.06909	0.19949	0.71115	274.04395	90.87801	1.22	0	6.25974	6.25974	0.33735	-0.10031	4157
440423	1989	4.41854	8.76723	7.625	0.04	0.02395	0	9	4	1991	0.1508	0.15921	0.46963	301.71777	112.84137	1.1	0	3.92211	3.92211	0.36618	-0.51852	5419
440423	1990	4.97812	4.97812	4.125	0.08	0.02735	0	9	4	1991	0.08517	0.07729	0.34279	306.00586	122.5136	-0.28	0	1.74518	1.74518	0.1839	0.20682	5462
440423	1991	5.625	0	5.625	0.08	0.03024	0	9	4	1991	0.04493	0.09648	0.41092	278.38696	112.28801	-0.23	0	0	0	0.27432	.	5476
440443	1972	0.69059	9.42729	11.75	0	0.03309	0.01216	12	29	1986	0.19061	0.14225	0.92333	3.718	3.53597	0.21	0	52.25176	40.61538	3.70181	-0.57023	1114
440443	1973	0.66126	8.46175	5.625	0.01	0.03938	0.00661	12	29	1986	0.06445	0.17709	1.00039	4.518	3.63085	0.3	0	44.97321	34.85904	1.72584	-0.48942	1114
440443	1974	0.69325	8.28761	3.25	0.01	0.04832	0.01445	12	29	1986	0.04832	0.15267	0.88301	6.256	4.01507	0.13	0	41.04197	31.16771	0.90173	-0.66072	1114
440443	1975	0.77633	8.50431	1.25	0	0.05808	0.00981	12	29	1986	0.07618	0.00251	0.8521	4.722	3.97749	-0.47	0	38.79783	28.53559	0.3501	-0.28649	1114
440443	1976	0.96182	9.57522	1	0	0.09855	0.01908	12	29	1986	0.08822	0.24162	0.84932	3.78	2.51638	0.02	0	39.84019	27.66722	0.4427	-0.21007	1114
440443	1977	1.01266	9.0678	0.875	0	0.12828	0.01941	12	29	1986	0.04949	0.14884	0.74551	3.628	2.62701	-0.15	0	34.97024	23.32402	0.37105	0.38962	1114
440443	1978	1.07695	8.56582	1.375	0	0.06298	0.01473	12	29	1986	0.02357	0.25636	0.66265	4.375	2.71495	0.31	0	30.62348	19.39565	0.56419	0.5553	1114
440443	1979	1.12513	7.8218	2.5	0	0.02065	0.0162	12	29	1986	0.11734	0.25168	0.56181	4.769	3.82634	0.54	0	25.91606	15.70998	0.72785	1.06908	1114
440443	1980	1.17255	6.97579	6.125	0	0.03109	0.01305	12	29	1986	0.13054	0.15997	0.44557	5.203	4.21324	0.5	0	21.26068	12.26564	1.64419	-0.50853	1131
440443	1981	1.28542	6.35733	3.625	0	0.03422	0.01836	12	29	1986	0.0601	0.29883	0.35114	6.447	4.79208	0.58	0	17.92791	9.63014	0.87825	-0.25235	1161
440443	1982	1.77745	7.06257	3.25	0.01	0.03643	0.02523	12	29	1986	0.13869	0.12559	0.2923	6.255	5.27092	0.32	0	19.94339	8.55844	0.71586	-0.29639	1161
440443	1983	2.00637	5.99469	2.625	0.01	0.05151	0.03311	12	29	1986	0.05867	0.1553	0.24259	6.069	5.16407	0.16	0	16.79115	5.97282	0.59118	-0.20004	1163
440443	1984	2.40759	4.80654	2.4375	0.01	0.04474	0.03712	12	29	1986	0.06037	0.23091	0.22277	7.208	5.11884	0.32	0	15.04621	3.80772	0.53237	0.02289	1118
440443	1985	2.86215	2.86215	2.875	0.01	0.04572	0.02962	12	29	1986	0.08302	0.23499	0.13375	8.524	5.46843	0.37	0	14.24249	1.75592	0.6167	-0.00447	1173
440443	1986	3.25	0	3.25	0.01	0.07217	0.0311	12	29	1986	0.08523	0.17234	0.10815	8.94	5.81976	0.13	0	12.41634	0	0.57743	.	1034
440452	1972	2.94635	49.24152	1.21875	0.04875	0.00873	0.06092	10	3	1991	0.1305	0.24933	0	719.75488	118.76697	1.63	1	52.25176	52.25176	0.78153	-0.18152	76160
440452	1973	2.70909	42.4956	1.0625	0.05063	0.00684	0.03811	10	3	1991	0.10783	0.1896	0	825.6709	147.55972	1.54	1	44.97321	44.97321	0.54839	-0.08843	76160
440452	1974	2.77899	41.20312	1.04688	0.0525	0.00786	0.05576	10	3	1991	0.09125	0.31439	0.05987	943.16284	161.98663	3.62	1	41.04197	41.04197	0.4922	-0.09575	76160
440452	1975	3.03074	42.54996	1.01563	0.0575	0.00831	0.04484	10	3	1991	0.10812	0.22283	0.17895	995.59277	190.79822	2.78	1	38.79783	38.79783	0.40906	0.23491	76848
440452	1976	3.76403	50.34465	1.34375	0.0625	0.00745	0.05901	10	3	1991	0.107	0.23795	0.1664	1094.8318	213.36578	3.06	1	39.84019	39.84019	0.48398	0.07577	76848
440452	1977	3.81866	47.83828	1.53125	0.07	0.00827	0.06323	10	3	1991	0.05642	0.28707	0.136	1106.2739	246.13109	4.57	1	34.97024	34.97024	0.47809	-0.04856	76848
440452	1978	3.91181	45.82999	1.5625	0.085	0.0107	0.05414	10	3	1991	0.05971	0.23912	0.13066	1244.865	264.75952	4.17	1	30.62348	30.62348	0.45352	0.1969	76848
440452	1979	3.80262	41.19195	2.09375	0.0925	0.00852	0.05051	10	3	1991	0.08953	0.27327	0.1093	1414.0159	306.50122	6.37	1	25.91606	25.91606	0.52496	-0.02489	76848
440452	1980	3.59371	35.75061	2.3125	0.105	0.00592	0.0452	10	3	1991	0.14188	0.22588	0.08405	1321.9658	392.375	3.41	1	21.26068	21.26068	0.45296	-0.25173	76856
440452	1981	3.56333	32.40594	1.96875	0.115	0.00528	0.04219	10	3	1991	0.15752	0.13701	0.15926	1433.9658	523.87793	2.84	1	17.92791	17.92791	0.28883	0.31091	76856
440452	1982	5.41491	45.59663	2.98438	0.12	0.00529	0.04417	10	3	1991	0.12022	0.13559	0.21069	1426.5959	551.84131	2.92	1	19.94339	19.94339	0.41564	0.0632	76856
440452	1983	5.70463	43.06046	3.53125	0.125	0.00637	0.06092	10	3	1991	0.03787	0.20458	0.20774	1417.7048	535.29077	2.9	1	16.79115	16.79115	0.50701	-0.0459	76856
440452	1984	6.75772	45.14593	3.79688	0.13	0.00679	0.0921	10	3	1991	0.04224	0.25428	0.15286	1454.5269	509.6272	3.07	1	15.04621	15.04621	0.5726	0.25416	76856
440452	1985	8.97104	52.01207	5.375	0.135	0.0075	0.1497	10	3	1991	0.06234	0.36231	0.19254	1502.2349	472.28345	2.01	1	14.24249	14.24249	0.87469	0.24793	76856
440452	1986	11.26982	54.92122	7.5	0.14	0.00834	0.15355	10	3	1991	0.04617	0.37064	0.18211	1960.2366	465.13867	2.03	1	12.41634	12.41634	1.23918	0.24352	76852
440452	1987	11.99101	46.97653	10.3125	0.15	0.00795	0.13177	10	3	1991	0.08186	0.3536	0.12129	2314.0815	522.99414	1.2	1	9.06488	9.06488	1.51538	-0.09344	76852
440452	1988	13.23736	39.13626	10.4375	0.18	0.00749	0.18891	10	3	1991	0.0664	0.43912	0.04919	2292.8469	517.53882	1.57	1	6.25974	6.25974	1.54588	0.226	76652
440452	1989	15.31974	30.41249	14.5625	0.22	0.00832	0.21322	10	3	1991	0.04532	0.49429	0.04381	2340.5129	523.87378	1.83	1	3.92211	3.92211	2.13075	-0.0926	76652
440452	1990	17.27726	17.27726	14.875	0.26	0.01077	0.25092	10	3	1991	0.06719	0.55423	0.05373	2681.1799	520.71143	1.01	1	1.74518	1.74518	2.19258	0.1615	76753
440452	1991	19.5	0	19.5	0.3	0.01169	0.27431	10	3	1991	0.06886	0.63121	0.05578	2836.2219	483.88672	1.13	1	0	0	3.09296	.	76751
441488	1968	9.79691	69.34733	22.5	0.75	0	0	12	21	1977	0.08911	0.36991	0.39587	203.465	84.16177	1.55	1	59.25822	25.77583	2.21627	-0.39045	8290
441488	1969	9.24441	60.02061	14.625	0.8	0	0	12	21	1977	0.07568	0.30275	0.34703	203.2	97.53728	1.52	1	49.72082	20.59519	1.25517	-0.22288	8371
441488	1970	10.53893	62.4019	12.25	0.75	0	0	12	21	1977	0.12708	0.16042	0.33722	187.95	106.80228	0.76	1	53.51015	19.18859	0.95383	0.12037	8316
441488	1971	11.59061	60.26448	14.625	0.6	0	0	12	21	1977	0.09123	0.18692	0.32049	201.17099	106.01196	0.95	1	54.7737	16.40725	1.14835	-0.02517	8324
441488	1972	11.96276	53.1362	15	0.7	0	0	12	21	1977	0.08654	0.25088	0.2886	247.437	116.99965	1.48	1	52.25176	12.75835	1.06718	-0.37718	8324
441488	1973	12.35057	45.19813	9.625	0.8	0	0	12	21	1977	0.08382	0.29394	0.24863	305.20386	124.79823	2.01	1	44.97321	9.45681	0.64569	-0.30436	8372
441488	1974	12.91958	36.55945	6.75	0.85	0	0	12	21	1977	0.08778	0.28046	0.21757	317.65698	139.34117	2.12	1	41.04197	6.54565	0.40546	0.43427	8370
441488	1975	13.96563	27.12856	10.125	0.85	0	0	12	21	1977	0.08389	0.25071	0.19527	291.52197	148.67206	2.02	1	38.79783	4.03527	0.57002	0.63182	8370
441488	1976	15.1215	15.1215	17.625	0.9	0	0	12	21	1977	0.10763	0.25237	0.13604	332.84497	198.60887	2.88	1	39.84019	1.80555	0.74277	-0.14204	8370
441488	1977	15.75	0	15.75	1	0	0	12	21	1977	0.06098	0.25423	0.12063	385.78589	209.40785	3.14	1	34.97024	0	0.63381	.	8427
441560	1967	3.74308	69.88394	6.875	0.025	0	0	12	38	1991	0.05477	0.25776	0.12075	51.26099	26.87778	0.96	1	63.76924	63.76924	3.62195	-0.24314	14160
441560	1968	3.79891	68.04024	5.71875	0.1	0	0	12	38	1991	0.068	0.24076	0.14315	56.10699	27.98676	0.84	1	59.25822	59.25822	2.89342	-0.00786	14160
441560	1969	3.39458	57.21196	6.28125	0.1	0	0	12	38	1991	0.08971	0.23874	0.12442	60.30099	31.00011	0.92	1	49.72082	49.72082	2.8691	-0.44673	14160
441560	1970	4.20513	69.00934	3.875	0.1	0	0	12	38	1991	0.03551	0.27056	0.12599	59.26599	29.98921	0.8	1	53.51015	53.51015	1.82604	0.3609	14132
441560	1971	4.99942	79.52631	5.75	0.1	0	0	12	38	1991	0.0591	0.28098	0.13714	64.52299	29.61014	1.22	1	54.7737	54.7737	2.74274	-0.21925	14124
441560	1972	5.49515	83.77545	4.84375	0.1	0	0.08522	12	38	1991	0.0698	0.40634	0.12796	71.409	29.97002	1.34	1	52.25176	52.25176	2.28272	-0.49931	14124
441560	1973	5.1348	72.60443	2.59375	0.1125	0	0.05339	12	38	1991	0.17455	0.41548	0.13566	81.23599	48.26743	2.53	1	44.97321	44.97321	0.74802	-0.44975	13920
441560	1974	5.29682	70.20754	1.5	0.12	0	0.05066	12	38	1991	0.12566	0.40589	0.12622	89.25099	50.66884	1.64	1	41.04197	41.04197	0.40048	1.16489	13528
441560	1975	5.75944	72.01865	3.53125	0.15	0	0.04734	12	38	1991	0.13312	0.45554	0.12501	97.116	49.04695	2.05	1	38.79783	38.79783	0.97398	0.0952	13528
441560	1976	7.02155	84.07368	4.15625	0.18	0	0.06484	12	38	1991	0.11561	0.48715	0.10343	108.73499	51.44859	2.32	1	39.84019	39.84019	1.09285	0.15202	13528
441560	1977	7.09709	79.37043	5.09375	0.21	0	0.06331	12	38	1991	0.16325	0.48787	0.10051	124.38199	56.05377	2.93	1	34.97024	34.97024	1.23005	0.31585	13536
441560	1978	7.19449	75.41897	7.297	0.2825	0	0.069	12	38	1991	0.1671	0.60131	0.0993	146.213	60.28793	4.15	1	30.62348	30.62348	1.40063	-0.07463	11572
441560	1979	6.92682	67.43241	7.53125	0.3625	0	0.06312	12	38	1991	0.16617	0.5336	0.07049	158.31599	73.15981	4.68	1	25.91606	25.91606	1.1966	-0.17019	11624
441560	1980	6.48363	58.25929	7	0.4	0	0.06132	12	38	1991	0.14215	0.38599	0.12221	163.85999	91.00949	3.33	1	21.26068	21.26068	0.89375	-0.2556	11620
441560	1981	6.36308	52.51587	5.875	0.4	0	0.0743	12	38	1991	0.1586	0.39848	0.26847	185.69299	88.63708	3.55	1	17.92791	17.92791	0.78345	0.42746	11820
441560	1982	9.26393	72.42729	9.6875	0.4	0	0.0818	12	38	1991	0.17639	0.39444	0.2393	189.71399	90.23326	3.58	1	19.94339	19.94339	1.28532	0.07252	11972
441560	1983	9.63121	67.84837	11.5625	0.41	0	0.0875	12	38	1991	0.15419	0.4712	0.14629	219.20799	95.57315	2.16	1	16.79115	16.79115	1.53089	0.28093	12654
441560	1984	11.16575	70.35085	16.8125	0.45	0	0.10728	12	38	1991	0.23712	0.5063	0.06315	249.185	103.0741	2.51	1	15.04621	15.04621	2.21961	0.22032	13608
441560	1985	14.42439	80.01374	23.25	0.49	0	0.08022	12	38	1991	0.26212	0.50561	0.01913	277.52588	118.2074	2.73	1	14.24249	14.24249	2.73829	0.23802	13922
441560	1986	17.70546	83.56028	32.25	0.535	0	0.08771	12	38	1991	0.3008	0.57693	0.01806	321.34692	126.86673	1.61	1	12.41634	12.41634	3.58961	-0.31341	14121
441560	1987	18.5176	70.9015	24.25	0.59	0	0.07591	12	38	1991	0.25405	0.60542	0.01979	343.41577	130.89598	1.66	1	9.06488	9.06488	2.6385	0.27103	14242
441560	1988	20.0982	58.60229	34.375	0.63	0	0.07298	12	38	1991	0.24803	0.53295	0.01892	368.28882	153.04181	1.7	1	6.25974	6.25974	3.18275	-0.20562	14170
441560	1989	22.91598	45.21208	30.875	0.67	0	0.06736	12	38	1991	0.23279	0.44736	0.21464	404.35889	179.5123	1.62	1	3.92211	3.92211	2.4473	-0.28005	14229
441560	1990	25.52323	25.52323	24.75	0.71	0	0.07302	12	38	1991	0.227	0.40994	0.35648	421.59985	180.27406	1.27	1	1.74518	1.74518	1.95763	0.03124	14259
441560	1991	28.5	0	28.5	0.75	0	0.09391	12	38	1991	0.25076	0.59253	0.41454	466.80078	163.64992	1.75	1	0	0	2.48672	.	14279
441767	1973	3.41829	22.16677	3.97488	0	0	0	6	4	1980	0.04638	0.27854	0.00607	28.47099	11.49188	0.93	1	44.97321	18.45071	0.93107	-0.63732	2691.8295
441767	1974	3.70766	20.66999	1.57025	0.06612	0	0	6	4	1980	0.1135	0.14096	0.11141	30.297	18.89841	0.68	1	41.04197	15.10993	0.2237	0.29069	2692.25
441767	1975	4.17212	19.39083	2.2314	0.06612	0	0	6	4	1980	0.05111	0.16161	0.13764	30.88399	14.63377	0.57	1	38.79783	12.22435	0.41052	0.44683	2692.25
441767	1976	4.84495	18.28775	3.47107	0.14876	0	0	6	4	1980	0.02341	0.28143	0.12599	37.54799	15.03408	1.11	1	39.84019	9.74697	0.62159	-0.1961	2692.25
441767	1977	5.01934	14.4516	2.89256	0.19835	0	0	6	4	1980	0.01281	0.23521	0.10576	30.67599	14.9826	0.94	1	34.97024	6.53759	0.48064	0.27643	2489.575
441767	1978	5.26353	10.26549	3.96694	0.20826	0	0	6	4	1980	0.03159	0.28356	0.09052	38.63899	16.8709	1.35	1	30.62348	3.82654	0.58645	0.12452	2494.1125
441767	1979	5.6871	5.6871	4.90909	0.30578	0	0	6	4	1980	0.03032	0.32341	0.07691	50.217	18.79956	1.65	1	25.91606	1.68905	0.65563	0.15848	2510.75
441767	1980	6.30682	0	6.30682	0.42727	0	0	6	4	1980	0.04619	0.34606	0.05975	62.66599	22.66652	1.75	1	21.26068	0	0.69937	.	2513.5
442834	1972	0.69246	4.15479	5.5	0	0	0.05388	12	4	1978	0.06099	0.01546	0.38175	41.724	20.24983	0	0	52.25176	15.99702	0.19501	-0.63339	718
442834	1973	0.75136	3.7568	2.25	0	0	0.04343	12	4	1978	0.07153	0.00179	0.44938	33.05	19.50365	0	0	44.97321	12.45909	0.08283	-0.60845	718
442834	1974	0.82944	3.31775	1	0	0	0.03557	12	4	1978	0.00814	-0.01545	0.52138	23.284	15.85463	0	0	41.04197	9.31711	0.04529	0.21293	718
442834	1975	0.94707	2.8412	1.375	0	0	0.00646	12	4	1978	0.00352	-0.04319	0.4639	18.241	15.62973	0.07	0	38.79783	6.59623	0.06316	0.05404	718
442834	1976	1.10904	2.21807	1.625	0	0	0.00684	12	4	1978	0.01337	-0.03442	0.39857	15.096	16.82353	0	0	39.84019	4.12906	0.06935	-0.51389	718
442834	1977	1.21592	1.21592	0.875	0	0	0.00979	12	4	1978	0.01487	-0.05054	0.34707	12.804	11.43585	1.38	0	34.97024	1.76861	0.05494	0.38962	718
