year	emp	wage	cap	indoutpt	n	w	k	ys	id
1982	78.083	22.6926	30.0867	94.975	4.357772	3.122039	3.404083	4.553614	93
1983	73.559	23.5344	28.705	100.775	4.298088	3.158463	3.357071	4.61289	93
1976	2.517	31.4967	.3275	117.6	.9230677	3.449883	-1.116267	4.767289	94
1977	2.517	28.2251	.3478	115.875	.9230677	3.340212	-1.056128	4.752512	94
1978	2.501	27.8012	.3511	113.525	.9166906	3.325079	-1.046684	4.732023	94
1979	2.398	26.7117	.3839	109.875	.874635	3.285102	-.9573732	4.699343	94
1980	2.312	26.1239	.3905	102.225	.838113	3.262851	-.9403273	4.627176	94
1981	1.928	25.9267	.3578	91.9	.6564832	3.255273	-1.027781	4.520701	94
1982	1.657	28.8777	.2766	90.175	.5050087	3.36307	-1.285183	4.501752	94
1976	.953	26.1335	.3214	126.7636	-.0481404	3.263218	-1.135069	4.842324	95
1977	.947	24.081	.3291	128.3653	-.0544562	3.181423	-1.111394	4.85488	95
1978	.925	23.9431	.3767	124.4507	-.0779615	3.17568	-.9763061	4.82391	95
1979	1.074	26.5404	.4422	125.2176	.07139	3.278668	-.815993	4.830053	95
1980	1.051	23.3327	.3851	100	.0497421	3.149856	-.9542522	4.60517	95
1981	.934	28.9287	.278	97.4305	-.0682788	3.364834	-1.280134	4.579139	95
1982	.876	28.8886	.2524	96.6797	-.1323892	3.363447	-1.37674	4.571404	95
1976	51.395	22.8392	9.2438	126.7636	3.939541	3.128478	2.223953	4.842324	96
1977	51.49	21.413	8.7652	128.3653	3.941388	3.063998	2.170789	4.85488	96
1978	60.3	23.0936	12.8005	124.4507	4.099332	3.139555	2.549484	4.82391	96
1979	59.5	25.8283	12.1624	125.2176	4.085976	3.251471	2.498349	4.830053	96
1980	50.3	23.7527	11.0556	100	3.918005	3.167696	2.402937	4.60517	96
1981	42.6	25.8348	9.7609	97.4305	3.751854	3.251722	2.278384	4.579139	96
1982	27.7	27.8422	5.1663	96.6797	3.321432	3.326553	1.642157	4.571404	96
1976	23.423	30.9571	3.6468	117.6	3.153718	3.432602	1.29385	4.767289	97
1977	23.567	26.5777	3.8748	115.875	3.159847	3.280072	1.354494	4.752512	97
1978	23.989	24.1514	4.3406	113.525	3.177595	3.184342	1.468013	4.732023	97
1979	23.347	23.2528	4.4106	109.875	3.150469	3.146425	1.484011	4.699343	97
1980	22.597	24.5296	4.3723	102.225	3.117817	3.199881	1.475289	4.627176	97
1981	17.405	24.1678	3.6176	91.9	2.856758	3.185021	1.285811	4.520701	97
1982	14.94	25.9439	2.8927	90.175	2.704042	3.255936	1.06219	4.501752	97
1977	3.625	30.7471	3.066	127.164	1.287854	3.425796	1.120374	4.845478	98
1978	4.23	27.5076	3.5439	127.3866	1.442202	3.314462	1.265228	4.847227	98
1979	4.192	28.1268	4.6375	124.6424	1.433178	3.336723	1.534175	4.825449	98
1980	4.165	34.055	4.9048	118.9132	1.426716	3.527977	1.590214	4.778394	98
1981	8.507	28.4234	6.2087	99.3576	2.140889	3.347213	1.825952	4.598725	98
1982	7.72	33.6785	6.2589	97.2428	2.043814	3.51686	1.834005	4.577211	98
1983	7.221	35.917	6.3804	97.1944	1.976993	3.581211	1.853231	4.576713	98
1977	1.082	26.2809	.2225	104.5512	.0788112	3.268842	-1.502828	4.649677	99
1978	1.085	24.9293	.2375	107.5437	.08158	3.216044	-1.437588	4.677897	99
1979	1.112	26.2064	.2669	110.0804	.1061602	3.266004	-1.320881	4.701211	99
1980	1.082	25.9102	.2488	108.9509	.0788112	3.254637	-1.391106	4.690897	99
1981	.911	25.9697	.1521	98.2966	-.0932124	3.25693	-1.883217	4.587989	99
1982	.572	27.1899	.1287	92.5937	-.5586162	3.302845	-2.050271	4.528221	99
1983	.52	26.4638	.1103	91.5326	-.6539265	3.275778	-2.204551	4.516695	99
1977	4.545	19.9901	1.9634	127.6979	1.514028	2.995237	.6746777	4.849667	100
1978	4.917	22.2086	2.0045	126.0818	1.592699	3.10048	.6953946	4.836931	100
1979	5.068	24.4737	1.5128	124.8981	1.622946	3.197599	.4139622	4.827498	100
1980	5.717	21.7729	1.5108	110.5073	1.743444	3.080666	.4126393	4.705081	100
1981	5.333	22.7776	1.4888	98.5011	1.673914	3.125777	.3979705	4.590068	100
1982	5.053	26.6135	1.3406	96.9925	1.619982	3.281419	.2931173	4.574634	100
1983	5.739	28.1484	1.2453	97.8807	1.747285	3.337491	.2193765	4.583749	100
1977	4.976	20.8294	.8609	117.9279	1.604626	3.036366	-.1497769	4.770073	101
1978	4.997	19.5857	.8401	120.2607	1.608838	2.9748	-.1742344	4.789662	101
1979	5.062	19.4888	.9437	118.9515	1.621762	2.96984	-.0579469	4.778716	101
1980	5.07	19.6896	.9933	113.406	1.623341	2.980091	-.0067225	4.730974	101
1981	4.435	18.663	.8783	98.1655	1.489528	2.926543	-.129767	4.586655	101
1982	3.446	22.7051	.7825	92.3142	1.237214	3.12259	-.2452613	4.525198	101
1983	2.965	23.8546	.5947	92.1207	1.086877	3.171977	-.5196983	4.523099	101
1977	.607	27.964	.2618	105.4446	-.4992265	3.330918	-1.340174	4.658186	102
1978	.723	25.9473	.3328	107.839	-.3243461	3.256068	-1.100214	4.680639	102
1979	.783	27.1254	.3829	109.5789	-.2446226	3.300471	-.9599814	4.696645	102
1980	.884	26.2789	.4599	108.6693	-.1232982	3.268766	-.7767462	4.688309	102
1981	.886	26.058	.4374	99.8491	-.1210384	3.260325	-.8269072	4.60366	102
1982	.915	29.4055	.4164	99.3706	-.0888312	3.381182	-.876109	4.598856	102
1983	.988	29.6766	.5157	101.243	-.0120726	3.390359	-.6622301	4.617524	102
1976	.465	21.5598	.0625	93.6	-.7657179	3.07083	-2.772589	4.539031	103
1977	.431	20.1996	.0748	97.8	-.8416472	3.005663	-2.592937	4.582925	103
1978	.463	18.8003	.0828	102.6	-.7700282	2.933873	-2.491327	4.630838	103
1979	.472	19.4719	.0984	102.2	-.7507763	2.968972	-2.318715	4.626932	103
1980	.457	19.6674	.1006	100	-.7830719	2.978962	-2.296603	4.60517	103
1981	.329	24.3259	.0817	93.9	-1.111698	3.191542	-2.504701	4.542231	103
1982	.296	19.6459	.0717	98.2	-1.217396	2.977869	-2.635265	4.587006	103
1977	1.388	17.588	.5916	95.821	.3278639	2.867217	-.5249246	4.562482	104
1978	1.457	17.5897	.6071	97.5654	.3763795	2.867314	-.4990617	4.580523	104
1979	1.607	17.7528	.6685	99.7333	.4743691	2.876543	-.4027189	4.602499	104
1980	1.702	18.5251	.7078	100.489	.531804	2.919127	-.3455938	4.610048	104
1981	1.689	20.0503	.6499	99.4108	.5241367	2.998244	-.4309368	4.599261	104
1982	1.546	21.7813	1.5735	98.7427	.4356709	3.081052	.4533025	4.592517	104
1983	1.563	21.2727	1.3786	100.1189	.446607	3.057425	.3210685	4.606359	104
1984	1.564	22.1724	1.2611	101.2078	.4472466	3.098848	.2319844	4.617176	104
1977	.291	24.2182	.288	96.2762	-1.234432	3.187104	-1.244795	4.567221	105
1978	.292	25.3907	.2721	98.3993	-1.231001	3.234383	-1.301586	4.589034	105
1979	.305	24.8706	.2701	100.2334	-1.187443	3.213686	-1.308963	4.607502	105
1980	.323	28.4213	.2708	100.2445	-1.130103	3.347139	-1.306375	4.607612	105
1981	.309	28.6987	.2362	98.8216	-1.174414	3.356852	-1.443076	4.593316	105
1982	.288	28.3691	.2045	99.2531	-1.244795	3.3453	-1.587187	4.597673	105
1983	.262	30.3408	.2762	100.4744	-1.339411	3.412493	-1.28663	4.609903	105
1984	.247	28.1751	.2529	101.5857	-1.398367	3.338439	-1.374761	4.620903	105
1977	1.919	10.3138	.4603	96.39	.6518042	2.333483	-.7758768	4.568402	106
1978	2.005	10.0798	.7612	98.6078	.6956441	2.310533	-.2728591	4.59115	106
1979	2.051	10.0004	.7909	100.3584	.7183275	2.302625	-.2345838	4.608748	106
1980	2.092	10.8353	.7362	100.1834	.7381206	2.382809	-.3062535	4.607003	106
1981	2.109	11.1389	.6373	98.6743	.7462139	2.410444	-.4505148	4.591825	106
1982	2.037	10.6458	.543	99.3807	.7114781	2.365165	-.610646	4.598958	106
1983	2.028	10.6346	.4959	100.5633	.7070501	2.364113	-.701381	4.610787	106
1984	1.969	10.7869	.4449	101.6802	.6775258	2.378332	-.8099057	4.621832	106
1977	.985	10.4995	.4069	95.7072	-.0151136	2.351328	-.8991879	4.561294	107
1978	1.075	11.1334	.4531	97.3569	.0723207	2.40995	-.7916424	4.578383	107
1979	1.149	10.7004	.7716	99.6083	.138892	2.370281	-.259289	4.601245	107
1980	1.395	10.1563	.754	100.5501	.3328944	2.318094	-.2823629	4.610656	107
1981	1.712	11.4474	.7553	99.5581	.5376623	2.437763	-.2806403	4.600741	107
1982	1.607	13.8097	.6803	98.6151	.4743691	2.625371	-.3852214	4.591224	107
1983	1.655	13.1138	.678	100.0301	.503801	2.573665	-.388608	4.605471	107
1984	1.639	13.5973	.7093	101.1133	.4940863	2.609871	-.3434767	4.616241	107
1977	.648	23.7486	.5858	95.7072	-.4338646	3.167524	-.5347769	4.561294	108
1978	.595	24.8119	.5836	97.3569	-.5191938	3.211323	-.5385395	4.578383	108
1979	.648	23.5334	1.1327	99.6083	-.4338646	3.158421	.1246041	4.601245	108
1980	.669	25.3039	1.0775	100.5501	-.4019712	3.230958	.0746435	4.610656	108
1981	.748	24.0532	.9887	99.5581	-.2903523	3.180268	-.0113644	4.600741	108
1982	.744	24.7047	.8612	98.6151	-.2957142	3.206994	-.1494285	4.591224	108
1983	.767	24.0431	.7773	100.0301	-.2652684	3.179848	-.2519289	4.605471	108
1984	.824	23.9268	.9389	101.1133	-.1935848	3.174999	-.0630463	4.616241	108
1977	4.742	10.2997	1.2939	96.39	1.556459	2.332115	.2576609	4.568402	109
1978	4.96	10.3787	1.3694	98.6078	1.601406	2.339756	.3143727	4.59115	109
1979	5.146	10.5851	1.4332	100.3584	1.63822	2.359447	.3599097	4.608748	109
1980	5.429	10.7233	1.4141	100.1834	1.691755	2.372419	.3464933	4.607003	109
1981	5.443	11.2023	1.3161	98.6743	1.69433	2.416119	.2746728	4.591825	109
1982	5.62	10.6793	1.223	99.3807	1.726332	2.368307	.2013069	4.598958	109
1983	5.663	10.775	1.1919	100.5633	1.733954	2.377228	.1755487	4.610787	109
1984	5.697	10.6654	1.2924	101.6802	1.73994	2.367005	.256501	4.621832	109
1977	5.693	25.7399	.9681	127.164	1.739237	3.248042	-.0324199	4.845478	110
1978	5.593	23.7876	.9648	127.3866	1.721516	3.169164	-.0358345	4.847227	110
1979	5.261	22.7549	.8962	124.6424	1.660321	3.12478	-.1095917	4.825449	110
1980	4.579	23.2911	.8825	118.9132	1.521481	3.148071	-.1249965	4.778394	110
1981	4.219	22.2592	.9658	99.3576	1.439598	3.102755	-.0347985	4.598725	110
1982	3.646	25.1687	.8046	97.2428	1.293631	3.225601	-.21741	4.577211	110
1983	3.25	26.6654	.678	97.1944	1.178655	3.283367	-.388608	4.576713	110
1984	2.637	28.367	.498	99.9862	.9696419	3.345227	-.6971552	4.605032	110
1977	2.028	27.2529	.2108	116.05	.7070501	3.30516	-1.556845	4.754021	111
1978	2.013	24.5922	.3266	114.25	.6996261	3.202429	-1.119019	4.738389	111
1979	1.989	23.382	.3217	110.85	.687632	3.151967	-1.134136	4.708178	111
1980	1.773	22.0418	.2854	104.45	.572673	3.092941	-1.253864	4.648708	111
1981	1.662	22.9619	.2386	94.6	.5080217	3.133836	-1.432967	4.549657	111
1982	1.385	23.8057	.2	89.85	.3257001	3.169925	-1.609438	4.498142	111
1983	1.172	25.6822	.171	88.7	.1587117	3.245798	-1.766092	4.48526	111
1984	1.097	26.0709	.1301	87.15	.0925792	3.26082	-2.039452	4.467631	111
1977	3.429	21.9379	.4373	106.8729	1.232269	3.088216	-.8271358	4.67164	112
1978	3.085	21.1797	.4176	108.6912	1.126552	3.053043	-.8732312	4.688511	112
1979	3.083	21.6258	.3866	107.0385	1.125903	3.073887	-.9503648	4.673189	112
1980	3.071	21.3413	.3732	103.4251	1.122003	3.060644	-.9856408	4.638848	112
1981	2.476	23.5629	.3309	98.1858	.9066444	3.159673	-1.105939	4.586862	112
1982	1.723	23.6346	.268	92.0669	.544067	3.162712	-1.316768	4.522515	112
1983	1.487	24.4649	.1994	89.8429	.3967607	3.197239	-1.612442	4.498063	112
1984	1.291	24.1618	.1513	88.4593	.2554171	3.184773	-1.888491	4.482543	112
1976	1.824	23.2962	.2204	93.95	.6010319	3.14829	-1.512311	4.542763	113
1977	1.919	22.2	.2093	96.75	.6518042	3.100092	-1.563987	4.57213	113
1978	1.933	22.5797	.2094	101.4	.6590732	3.117051	-1.563509	4.619073	113
1979	1.816	23.4644	.2183	102.3	.5966363	3.155484	-1.521885	4.62791	113
1980	1.603	21.9765	.1875	100.55	.4718769	3.089974	-1.673976	4.610655	113
1981	1.308	23.0192	.1674	95.425	.2684992	3.136329	-1.787369	4.558341	113
1982	1.03	25.0577	.1267	97.125	.0295588	3.221181	-2.065933	4.575999	113
1983	.749	26.0665	.1068	105.925	-.2890163	3.260651	-2.236797	4.662731	113
1977	.575	24.0739	.0739	120.5774	-.5533853	3.181128	-2.605042	4.792292	114
1978	.554	23.7087	.0723	119.3105	-.5905905	3.165842	-2.626931	4.781729	114
1979	.58	23.4351	.072	117.8746	-.5447272	3.154235	-2.631089	4.769621	114
1980	.489	23.0382	.0647	100	-.7153928	3.137154	-2.737994	4.60517	114
1981	.471	21.4069	.0563	92.6621	-.7528972	3.063713	-2.877061	4.52896	114
1982	1.055	10.8961	.0468	91.2704	.0535407	2.388405	-3.061872	4.513826	114
1983	.44	27.4643	.0407	94.6714	-.8209805	3.312887	-3.201527	4.550412	114
1984	.463	30.7165	.0372	97.903	-.7700282	3.4248	-3.291446	4.583977	114
1977	1.86	17.7334	.2389	120.5774	.6205765	2.87545	-1.43171	4.792292	115
1978	1.847	17.2787	.2212	119.3105	.6135627	2.849474	-1.508688	4.781729	115
1979	1.738	17.1169	.2107	117.8746	.552735	2.840066	-1.55732	4.769621	115
1980	1.57	17.5075	.1874	100	.4510756	2.862629	-1.67451	4.60517	115
1981	1.346	20.4505	.155	92.6621	.2971372	3.018007	-1.86433	4.52896	115
1982	1.368	20.3735	.1386	91.2704	.3133498	3.014235	-1.976163	4.513826	115
1983	1.358	18.8066	.1279	94.6714	.306013	2.934208	-2.056507	4.550412	115
1984	1.469	17.8697	.1342	97.903	.3845819	2.883106	-2.008424	4.583977	115
1977	1.924	19.9749	.3072	117.6336	.6544064	2.994477	-1.180256	4.767575	116
1978	1.918	19.7248	.3144	120.3662	.651283	2.981877	-1.157089	4.790539	116
1979	1.949	19.0903	.3315	119.0712	.6673164	2.94918	-1.104128	4.779722	116
1980	1.958	19.4351	.3466	114.8955	.6719235	2.967081	-1.059584	4.744023	116
1981	1.758	19.2656	.2853	98.777	.5641768	2.958321	-1.254214	4.592865	116
1982	1.651	20.942	.243	92.4302	.5013812	3.041757	-1.414694	4.526454	116
1983	1.63	21.027	.2155	91.8372	.48858	3.045807	-1.534794	4.520018	116
1984	1.645	22.0182	.1978	95.21	.4977404	3.091869	-1.620499	4.556085	116
1977	10.824	18.3648	2.3443	107.4791	2.381766	2.910436	.8519869	4.677297	117
1978	10.609	19.1535	2.3637	108.9188	2.361703	2.952486	.8602282	4.690603	117
1979	10.664	19.335	2.4824	111.5591	2.366874	2.961917	.9092258	4.714554	117
1980	8.588	19.156	2.214	100	2.150366	2.952616	.7948008	4.60517	117
1981	7.729	22.4141	2.086	99.3965	2.04498	3.10969	.7352483	4.599117	117
1982	7.202	21.628	2.0489	99.2931	1.974359	3.073989	.717303	4.598076	117
1983	7.076	21.7177	2.043	107.0929	1.956709	3.078128	.7144193	4.673697	117
1984	6.773	21.3739	2.1783	113.4571	1.912944	3.062171	.7785447	4.731425	117
1976	4.027	14.3738	.3986	116.8157	1.393022	2.665407	-.9197968	4.760597	118
1977	3.79	15.0237	.417	118.2223	1.332366	2.709629	-.8746691	4.772567	118
1978	4.043	14.9687	.6444	120.1551	1.396987	2.705961	-.4394356	4.788784	118
1979	4.958	15.1323	.9722	118.8319	1.601002	2.716831	-.0281938	4.77771	118
1980	4.769	15.4628	.6506	111.9164	1.562137	2.738437	-.4298602	4.717752	118
1981	4.427	15.3375	.5422	97.554	1.487722	2.730301	-.6121203	4.580406	118
1982	4.05	16.1761	.4127	92.1982	1.398717	2.783535	-.8850343	4.523941	118
1983	3.827	16.9557	.3452	92.4041	1.342081	2.830604	-1.063631	4.526171	118
1977	2.219	41.6654	.3679	109.875	.7970567	3.729671	-.9999441	4.699343	119
1978	2.177	28.3199	.3584	109.875	.7779478	3.343565	-1.026106	4.699343	119
1979	1.983	28.7494	.3548	111.675	.6846108	3.358617	-1.036201	4.715593	119
1980	1.965	27.1354	.3525	108.25	.6754923	3.300839	-1.042705	4.684443	119
1981	1.863	24.5027	.309	97.25	.6221881	3.198783	-1.174414	4.577285	119
1982	1.542	25.5927	.2576	89.475	.4330803	3.242307	-1.356347	4.493959	119
1983	1.42	25.3738	.2208	91.65	.3506568	3.233717	-1.510498	4.517977	119
1984	1.265	23.2838	.2011	94.175	.2350721	3.147758	-1.603953	4.545155	119
1977	1.13	22.909	.1883	105.597	.1222176	3.13153	-1.669719	4.65963	120
1978	1.115	22.7145	.1974	108.3964	.1088544	3.123003	-1.622523	4.685795	120
1979	1.117	23.9824	.2649	110.9044	.1106465	3.17732	-1.328403	4.708669	120
1980	1.224	24.9015	.2947	104.9727	.2021242	3.214928	-1.221797	4.6537	120
1981	1.18	23.6554	.2536	96.0253	.1655144	3.163591	-1.371997	4.564612	120
1982	1.61	24.0295	.2633	91.8038	.4762342	3.179282	-1.334461	4.519654	120
1983	1.501	25.0074	.2373	92.4875	.4061316	3.219172	-1.43843	4.527073	120
1984	1.47	24.1847	.2448	96.0539	.3852624	3.18572	-1.407314	4.564909	120
1977	1.255	25.9437	.2615	104.5512	.2271356	3.255929	-1.341321	4.649677	121
1978	1.334	23.2267	.2502	107.5437	.2881819	3.145303	-1.385495	4.677897	121
1979	1.368	23.5225	.3159	110.0804	.3133498	3.157957	-1.15233	4.701211	121
1980	1.395	25.4445	.296	108.9509	.3328944	3.2365	-1.217396	4.690897	121
1981	1.404	26.1105	.384	98.2966	.3393253	3.262337	-.9571127	4.587989	121
1982	1.345	27.7335	.3303	92.5937	.296394	3.322641	-1.107754	4.528221	121
1983	1.315	29.1195	.2976	91.5326	.2738367	3.371408	-1.212005	4.516695	121
1984	1.296	29.4031	.2763	94.6981	.2592826	3.3811	-1.286268	4.550694	121
1976	3.054	28.2073	.5398	103.7669	1.116452	3.339581	-.6165566	4.642147	122
1977	3.16	25.7613	.5627	106.9042	1.150572	3.248873	-.5750087	4.671933	122
1978	3.073	25.416	.6591	109.4623	1.122654	3.235379	-.41688	4.69558	122
1979	3.009	26.4508	.6394	111.9345	1.101608	3.275286	-.447225	4.717914	122
1980	2.721	25.7973	.5309	100	1.000999	3.25027	-.6331816	4.60517	122
1981	2.238	29.4372	.4483	93.1862	.8055826	3.382259	-.8022926	4.5346	122
1982	1.766	30.7266	.3666	90.8164	.5687171	3.425129	-1.003484	4.50884	122
1983	1.673	31.1674	.352	93.6813	.5146184	3.439373	-1.044124	4.539898	122
1976	.612	18.3723	.1227	103.7669	-.491023	2.910844	-2.098013	4.642147	123
1977	.626	18.1238	.1423	106.9042	-.4684049	2.897226	-1.949818	4.671933	123
1978	.638	18.5936	.139	109.4623	-.449417	2.922817	-1.973281	4.69558	123
1979	.656	19.7904	.1307	111.9345	-.4215945	2.985197	-2.034851	4.717914	123
1980	.659	18.8543	.1186	100	-.4170318	2.936741	-2.131999	4.60517	123
1981	.632	20.2862	.1083	93.1862	-.4588659	3.009941	-2.22285	4.5346	123
1982	.632	20.1776	.1195	90.8164	-.4588659	3.004573	-2.124439	4.50884	123
1983	.633	18.938	.1156	93.6813	-.4572848	2.94117	-2.157619	4.539898	123
1977	.142	34.4033	.072	110.025	-1.951928	3.538152	-2.631089	4.700707	124
1978	.134	32.7509	.0754	109.425	-2.009915	3.48893	-2.584948	4.69524	124
1979	.135	32.6753	.0727	111.825	-2.002481	3.486619	-2.621414	4.716935	124
1980	.131	30.1467	.0692	110.0833	-2.032558	3.406075	-2.670754	4.701237	124
1981	.125	31.6479	.0618	99.0833	-2.079442	3.454672	-2.783852	4.595961	124
1982	.126	29.6343	.0451	89.1583	-2.071473	3.388932	-3.098873	4.490414	124
1983	.123	29.3702	.0411	91.15	-2.095571	3.379981	-3.191747	4.512506	124
1984	.122	27.0973	.0358	93.9917	-2.103734	3.299434	-3.329808	4.543207	124
1977	.451	19.8535	.111	117.3392	-.796288	2.98838	-2.198225	4.765069	125
1978	.458	19.4511	.1039	120.4718	-.7808861	2.967904	-2.264326	4.791416	125
1979	.454	18.9776	.101	119.1908	-.7896581	2.943259	-2.292635	4.780725	125
1980	.446	19.2195	.0956	116.3851	-.8074363	2.955925	-2.347582	4.756905	125
1981	.399	19.3864	.0808	99.3885	-.9187939	2.964572	-2.515778	4.599036	125
1982	.37	21.3976	.0736	92.5462	-.9942523	3.063279	-2.60911	4.527708	125
1983	.364	22.2704	.0684	91.5538	-1.010601	3.103258	-2.682382	4.516927	125
1984	.358	22.3938	.0619	94.9407	-1.027222	3.108784	-2.782235	4.553252	125
1977	.267	23.3294	.0618	118.2223	-1.320507	3.149714	-2.783852	4.772567	126
1978	.264	22.6358	.0709	120.1551	-1.331806	3.119533	-2.646485	4.788784	126
1979	.259	21.8032	.0691	118.8319	-1.350927	3.082057	-2.6722	4.77771	126
1980	.236	20.7877	.0475	111.9164	-1.443923	3.034362	-3.047026	4.717752	126
1981	.159	25.3518	.0401	97.554	-1.838851	3.23285	-3.216379	4.580406	126
1982	.144	26.2677	.0331	92.1982	-1.937942	3.26834	-3.408222	4.523941	126
1983	.131	30.2122	.0288	92.4041	-2.032558	3.408246	-3.54738	4.526171	126
1984	.104	34.3319	.0234	95.7486	-2.263364	3.536075	-3.755019	4.561726	126
1976	1.138	14.6985	.6899	94.6657	.1292723	2.687745	-.3712086	4.550352	127
1977	1.064	14.4097	.6873	96.39	.0620354	2.667902	-.3749844	4.568402	127
1978	1.135	14.9179	.6711	98.6078	.1266326	2.702562	-.3988371	4.59115	127
1979	1.273	14.3948	.6783	100.3584	.2413763	2.666867	-.3881656	4.608748	127
1980	1.51	14.2655	.6525	100.1834	.4121096	2.657844	-.4269442	4.607003	127
1981	1.518	14.5068	1.0773	98.6743	.4173937	2.674618	.0744579	4.591825	127
1982	1.533	14.5422	.9545	99.3807	.4272266	2.677055	-.0465676	4.598958	127
1983	1.493	15.1643	.8791	100.5633	.4007875	2.718944	-.1288566	4.610787	127
1984	1.589	16.2798	.9399	101.6802	.4631049	2.789925	-.0619818	4.621832	127
1976	1.702	14.2391	.4223	94.6657	.531804	2.655992	-.8620393	4.550352	128
1977	1.834	13.9061	.4486	96.39	.6064994	2.632328	-.8016236	4.568402	128
1978	2.006	12.7122	.4685	98.6078	.6961427	2.542562	-.7582192	4.59115	128
1979	2.053	12.706	.467	100.3584	.7193021	2.542074	-.761426	4.608748	128
1980	1.777	14.7105	.3956	100.1834	.5749265	2.688561	-.9273517	4.607003	128
1981	1.582	14.4531	.4757	98.6743	.4586899	2.670909	-.7429679	4.591825	128
1982	1.475	14.8611	.4024	99.3807	.388658	2.698747	-.9103087	4.598958	128
1983	1.439	15.3642	.3803	100.5633	.3639484	2.73204	-.9667949	4.610787	128
1984	1.327	14.7592	.3677	101.6802	.2829208	2.691867	-1.000488	4.621832	128
1976	.768	8.8274	.2008	94.6657	-.2639655	2.17786	-1.605446	4.550352	129
1977	.787	8.3602	.1919	96.39	-.239527	2.123482	-1.650781	4.568402	129
1978	.804	8.235	.194	98.6078	-.218156	2.108393	-1.639897	4.59115	129
1979	.864	8.0171	.1991	100.3584	-.1461825	2.081577	-1.613948	4.608748	129
1980	.921	8.482	.2149	100.1834	-.0822952	2.137946	-1.537583	4.607003	129
1981	.91	8.9606	.3974	98.6743	-.0943106	2.192837	-.922812	4.591825	129
1982	.871	9.1366	.3414	99.3807	-.1381133	2.212288	-1.0747	4.598958	129
1983	.874	9.188	.3018	100.5633	-.1346749	2.217898	-1.197991	4.610787	129
1984	.852	9.2132	.2791	101.6802	-.1601688	2.220637	-1.276185	4.621832	129
1976	20	29.3096	23.5673	101.7754	2.995732	3.377915	3.15986	4.622768	130
1977	20.7	27.4919	24.7266	106.8009	3.030134	3.313891	3.20788	4.670966	130
1978	20.5	29.6514	42.9429	108.5589	3.020425	3.389509	3.759871	4.687293	130
1979	20.6	29.6955	43.6651	110.899	3.025291	3.390996	3.776549	4.70862	130
1980	18.5	30.4417	41.6999	102.8898	2.917771	3.415813	3.730499	4.633658	130
1981	15	34.6777	43.6712	99.5474	2.70805	3.546097	3.776689	4.600634	130
1982	12.348	37.102	40.9263	99.3189	2.513494	3.613671	3.711773	4.598336	130
1983	10.52	35.8649	42.2169	105.1429	2.353278	3.579759	3.742821	4.65532	130
1984	9.43	36.6006	43.001	111.8661	2.243896	3.600065	3.761223	4.717303	130
1976	4.1	25.5575	.504	103.7669	1.410987	3.240931	-.685179	4.642147	131
1977	4.046	24.7373	.5298	106.9042	1.397729	3.208312	-.6352557	4.671933	131
1978	3.566	24.3928	.5078	109.4623	1.271445	3.194288	-.6776676	4.69558	131
1979	3.102	24.7254	.4198	111.9345	1.132047	3.207831	-.8679768	4.717914	131
1980	2.886	22.4762	.4463	100	1.059871	3.112457	-.8067639	4.60517	131
1981	2.514	22.8572	.4046	93.1862	.9218751	3.129266	-.9048564	4.5346	131
1982	2.306	23.112	.3022	90.8164	.8355144	3.140352	-1.196666	4.50884	131
1983	1.462	22.8959	.2524	93.6813	.3798054	3.130958	-1.37674	4.539898	131
1984	1.447	21.4005	.2374	97.7487	.3694925	3.063414	-1.438009	4.5824	131
1976	.971	20.0884	.1139	126.7636	-.0294288	3.000143	-2.172434	4.842324	132
1977	.954	18.1755	.1173	128.3653	-.0470916	2.900074	-2.143021	4.85488	132
1978	.925	17.4424	.1337	124.4507	-.0779615	2.858904	-2.012157	4.82391	132
1979	.901	19.7138	.1293	125.2176	-.10425	2.981319	-2.04562	4.830053	132
1980	.883	17.1502	.1183	100	-.1244301	2.84201	-2.134531	4.60517	132
1981	.728	20.0918	.1001	97.4305	-.3174542	3.000312	-2.301586	4.579139	132
1982	.666	21.8719	.0965	96.6797	-.4064656	3.085203	-2.338212	4.571404	132
1983	.622	25.1634	.0938	98.7386	-.4748152	3.225391	-2.36659	4.592476	132
1984	.615	24.6744	.0902	103.7289	-.486133	3.205766	-2.405726	4.641781	132
1976	2.166	27.6221	.2842	117.6	.7728821	3.318616	-1.258077	4.767289	133
1977	2.398	25.0826	.2757	115.875	.874635	3.222174	-1.288442	4.752512	133
1978	2.357	23.2591	.2763	113.525	.8573897	3.146697	-1.286268	4.732023	133
1979	2.356	22.5165	.2901	109.875	.8569652	3.114248	-1.23753	4.699343	133
1980	2.509	22.6193	.3147	102.225	.9198843	3.118804	-1.156135	4.627176	133
1981	2.113	22.3941	.2725	91.9	.7481087	3.108798	-1.300117	4.520701	133
1982	1.95	25.2626	.2536	90.175	.6678294	3.229325	-1.371997	4.501752	133
1983	1.708	26.7044	.2327	87.8	.5353231	3.284828	-1.458005	4.475061	133
1984	1.714	27.6099	.2187	87.275	.5388298	3.318174	-1.520054	4.469064	133
1976	13.026	15.22	1.503	117.0448	2.566947	2.72261	.4074631	4.762557	134
1977	14.227	14.7212	1.5814	120.5774	2.655142	2.689289	.4583105	4.792292	134
1978	14.006	15.5864	1.6276	119.3105	2.639486	2.746399	.4871065	4.781729	134
